garch_f,arma_garch_f,aparch_f,arma_aparch_f,arma_sGARCH_r,arma_iGARCH_r,arma_apARCH_r,arma_eGARCH_r,arma_gjrGARCH_r,arma_csGARCH_r,arma_f_avGARCH_r,arma_f_naGARCH_r,arma_f_nGARCH_r,arma_f_tGARCH_r,arma_f_allGARCH_r
-0.0295016117967056,-0.0296975708523609,-0.0109172648162255,-0.0145456833004658,-0.0307998569665306,-0.0282771237339478,-0.0289566051513095,-0.00711321560244139,-0.0245871202672095,-0.0224161625742783,0.0184059235367815,-0.0101888102275165,-0.0292677061862634,-0.00088827968961899,-0.0194876301276371
0.163128889127682,0.161746984355951,0.0311741870703339,0.03041318990985,0.160405785640302,0.153324690555945,0.159917659714396,0.0258633884071062,0.0937952353035892,0.158998368615507,0.0872831209984836,0.0795462998424198,0.202617155450548,0.0090094624705296,0.145808276173213
-0.0121144451610918,-0.000189630859962939,0.0518383504259414,0.0586586950097777,-0.000493163395689821,6.79537077294756e-05,-0.00448848682827391,0.0535284109908945,0.014845207347897,0.00130656717928063,0.0538336320492673,0.0359382559794561,-0.00683048613729383,0.0575490039690692,0.0187031882528097
-0.0397880105596468,-0.0381152500521183,-0.0608292225835621,-0.050901060735334,-0.0379997415452172,-0.035729766341053,-0.0319744079679413,-0.0548258924147869,-0.03631131606417,-0.0374193849076952,-0.0340000776808081,-0.040723462162823,-0.0288718988471579,-0.0520711921238628,-0.0361442537847249
0.0852708791114777,0.0883791895090377,0.155168198831343,0.147237944607301,0.0907913599851474,0.0875012324611071,0.0951752654753679,0.150604823704014,0.122300116313975,0.0891946131585524,0.109151100484704,0.137530938856677,0.0884763408083771,0.14526003213833,0.119281961027053
-0.0400404301185869,-0.0455643865379142,-0.0539921220909983,-0.0432568856721658,-0.0413644736672004,-0.0375911433828735,-0.0346617403777897,-0.0538015002947888,-0.0390661794852471,-0.0298727598630937,-0.0394292056602257,-0.0376707137473155,-0.0380437298438308,-0.0534630326682253,-0.0357729172083542
-0.0387791173096281,-0.0368479338247468,-0.0247042461403502,-0.0387313285826712,-0.0364360830245192,-0.0340831125844427,-0.0347499502321679,-0.0355622534530459,-0.0346334791130921,-0.0282625843214257,-0.0255136307450508,-0.0294085969745415,-0.0317488256023365,-0.0296075531325581,-0.029076336915717
-0.0296533831978176,-0.0293164492628672,0.00978082934587405,0.0274247785764746,-0.0315345561822605,-0.0294908397255955,-0.0299555747665129,-0.0151828372479848,-0.028551954418554,-0.0306299066038125,0.0028394599368884,-0.0197984348796016,-0.0338400418638066,-0.0082096590813044,-0.0241349500330079
-0.0364447812406703,-0.0335800099869093,-0.0111236498547971,0.047486935449871,-0.0357744669460915,-0.0335658909809374,-0.0325620688934704,-0.0304554558988097,-0.0334600190622805,-0.0265534265846955,-0.00552086332498877,-0.0278853596032757,-0.035569158668477,-0.0244461020185532,-0.0294222949386649
-0.000715709562002481,0.00822775627356011,0.0543029829372142,0.0754146385484554,-0.000504879501207586,-0.0031837185742143,0.058399507385997,0.0407989983782252,0.0103487587586351,-0.00271851790225923,0.0433246890616374,0.0226174273824327,-0.00894030621534026,0.0441384820594222,0.0158937368481732
-0.0115683767897647,-0.0118175590451749,0.0282019468185737,0.0543081649378654,-0.01069910909398,-0.0106025744139428,-0.0205315264010073,0.020411277606104,-0.00149956457025143,-0.0089837160919802,0.0268325283098013,0.00905242611788706,-0.0193893124488136,0.025935959661777,-0.000836240422103895
-0.039466407482978,-0.0443371441935609,-0.0840544106052607,-0.0573159668945153,-0.0389951554477794,-0.0375261993634852,-0.0907324052209678,-0.0589134995915417,-0.0366976781776334,-0.0275103620583192,-0.0273087881519656,-0.0407668371714938,-0.0340223207802656,-0.0511564435632455,-0.0361670809922772
-0.00253562288368972,0.0019178791261094,0.0342704460303603,0.0594601915600011,-0.00201937685056836,-0.00303713563270322,0.0533113967743205,0.0320588298813262,0.00533043135598496,-0.00207610754928373,0.0336166487858678,0.0145869082468605,-0.0117016270862489,0.0341490899491597,0.00785205867267245
0.0121523292577136,0.00163850201069104,0.0452312135843607,0.0485660912710285,0.00149564799388858,0.000507263223466839,0.0612088568977513,0.0355276294142386,0.00951640572934596,0.00135476143457169,0.0323686920129969,0.0195516095468465,-0.00896442498324605,0.0375899652640339,0.0101696133056914
-0.0298099703689141,-0.030075064677407,-0.00340499249525533,-0.00123846985828149,-0.0305196323578062,-0.0294422621152849,-0.0289435330864924,-0.0215587699377527,-0.0276641791494235,-0.0296975570295344,-0.00108928920489283,-0.0211471667201787,-0.0306665550914592,-0.0163489542248359,-0.0220967014829649
-0.0175034508096095,-0.0182252022772645,0.0214566113415034,0.0144674094739105,-0.0184395566177152,-0.0186967869077544,-0.0224081517782027,0.00116867297702023,-0.0145423147616385,-0.018109711579714,0.0116970337497229,-0.00676361299074387,-0.0233844628005112,0.00461712307611103,-0.0133378370004437
0.00557390077935371,0.00106494424493478,0.026138261924291,0.0431162373028453,0.00571189533931812,0.00403708264749664,0.0371414951270264,0.0309625533522957,0.0135253090052078,0.000742982845792214,0.0319956907808407,0.0204354198025592,-0.00370294921942547,0.0318721141970836,0.0116751686068017
-0.0394641255757078,-0.0388410972397178,-0.0523729822864162,-0.0529404647683861,-0.038618304192183,-0.0379162393186557,-0.0331684355286733,-0.0559367978734362,-0.0370758917751376,-0.0368830318306866,-0.0226103970975255,-0.037360659022493,-0.0319634821948496,-0.0498106542003695,-0.0335250169139679
-0.0148471397781711,-0.0123420747448827,0.0131408745138634,-0.0037260764289951,-0.0123687855741994,-0.0138181854088116,-0.0190587941544074,0.00473170924682329,-0.0110787489924533,-0.0122883146858472,0.00933414373889695,-0.00850121537448929,-0.0188529716549191,0.00583922536362118,-0.00583677382813424
0.0628071966227584,0.0478373817947502,0.0468710281264769,0.0676661040417828,0.0481176085364076,0.0435722663982982,0.0391807179403373,0.0672254413727264,0.0529681681611168,0.0447187794493699,0.0399158240683463,0.0524374761822008,0.0510466541962974,0.0616662340133081,0.0553288930141674
-0.0392702323138868,-0.0375845683072887,-0.0853011710088376,-0.0485070054701568,-0.0376554090174844,-0.037212086169492,-0.0292654549943266,-0.0595991411123231,-0.0373266691262406,-0.03605150972896,-0.0304021108408633,-0.0390269240804233,-0.0322340619391788,-0.0549315952035099,-0.0360762416092145
-0.0203685572958815,-0.022535625094278,0.0125273519617768,-0.0288264435875401,-0.0225492762106263,-0.0233542752776641,-0.0231986443539555,-0.0294304860321389,-0.0251677054083228,-0.0217974677456665,-0.0526456435607937,-0.0312634219055956,-0.0254712198963246,-0.0308800302020478,-0.0386983007949249
-0.00349372330100708,0.00124339965355518,0.0210203004828774,0.0409398255792981,0.000482174633113156,-0.00163665479941944,-0.00722390773588778,0.021044421656986,0.0021141992669389,-0.000136583837167778,0.01770588959123,0.00590760818787196,-0.00690171906360974,0.0201309415376696,0.0101101332635927
0.157715756358388,0.169404219409102,0.0264180920955584,0.0111328538611355,0.16918312168174,0.163016825213099,0.030087275496151,0.019273451642262,0.0922767323934186,0.159989725889443,0.0129528247369213,0.04038624349345,0.237709814282888,0.00296910217627383,-0.00293800007021529
0.0225185991380481,-0.00386307885081634,0.00273000757230171,-0.0131572474012645,-0.00359211516398353,-0.00306037663639702,-0.0144623921821826,-0.0242202685684445,-0.0114060512286932,-0.00343327074388968,-0.0759793698936908,-0.0394774582993851,-0.112951625625055,-0.026434057934683,-0.0379354587451047
0.0133181880208577,0.0126111061575579,0.029525658729718,0.0669153664998051,0.0119047590649605,0.0120553624159516,-0.00118125732429655,0.0560614696624867,0.0244582976117486,0.0095969068468783,0.0424445878170849,0.043551855452859,0.00252032643585673,0.0539173403153574,0.0288597772586343
-0.0265966985774735,-0.0292525575073717,0.00657611346030985,0.0117422244636186,-0.0291963895078666,-0.0278851611254025,-0.0290018849533119,-0.0119781344836513,-0.0254805955995482,-0.0283910745449785,0.00305309444072587,-0.0126676918362989,-0.026233114269779,-0.00748701214170526,0.00961695187650153
-0.0342544790683251,-0.0319293313028486,-0.0059211753134785,0.00483177880084373,-0.0314277429917627,-0.0304756278831899,-0.0298171771870707,-0.0209473041663312,-0.0285091404537984,-0.0245358727620471,-0.00208441382235531,-0.0181140429358404,-0.0309122854036969,-0.0166252041851264,-0.0175353639517891
0.0207627802105349,0.017096739841049,0.0271698303804256,0.054900713838375,0.0172061198427403,0.0166998371289306,0.0400387530434131,0.0539355016841035,0.0294640407265882,0.0133429671480352,0.0493635725961512,0.0421746731469814,0.00704020099783013,0.0515263694974503,0.0463345902204737
0.209577315627033,0.225849468099423,-0.00110370945189141,-0.00194574770164235,0.225027830905997,0.222759914732817,0.035790481122341,0.0136136522662183,0.141778599259441,0.171723740502792,0.0496606456668513,0.0494169326066172,0.0559514030494846,-0.000306120906070123,-0.0377281632509294
0.175173702522237,0.110942262997144,0.00582157399326838,0.00253753275176738,0.111311724283356,0.110800682650388,-0.0211932825401762,0.0241995769538009,0.1015817808459,0.108495045386801,0.0265322814959375,0.0298342317431533,0.0597396321567179,0.00837080069888655,0.0492311879412845
0.146453632900766,0.150008979441646,0.0158928560751455,-0.0138871883021271,0.148009909610992,0.148035327724942,0.157747425268676,0.0882869915974619,0.153795002041803,0.14708765268356,0.103734815109839,0.102363401102781,0.0763702121563709,0.0612525472511698,0.12746528988037
0.390136009540612,0.367463048156788,0.0805199916586136,0.386729150417957,0.368388878999271,0.368126372951924,0.621630469392272,0.294149833809116,0.387652066271906,0.373867006925082,0.379227932685349,0.364376183357183,0.173342093813811,0.24754598270407,0.11864739528722
-0.0715704049639429,-0.0577266807560789,-0.0960098470411336,0.00710248998175089,-0.0604555569067425,-0.0601112399307539,-0.546974844932227,-0.0780781842464826,-0.064367370468242,-0.067957308797495,-0.0303900355749021,-0.0531323396694884,-0.0555920880351935,-0.0546397060547538,-0.0994955401788537
-0.0366386113812142,-0.0383339782250184,0.0446229090504806,0.053470842822213,-0.0399457465021169,-0.0396270723879132,0.052230762458605,-0.0306977725176285,-0.0504591744933175,-0.0469482789782959,-0.00691754683738455,-0.0294589201564928,0.0156155436297078,-0.00524735758993851,0
-0.056056835457119,-0.0483529759745412,0.000770963635017128,0.0226001458678663,-0.0491745533036164,-0.0488717943252047,-0.056268594279551,-0.0502785060839189,-0.0543515557106779,-0.0573777313372671,-0.0177686527357114,-0.0401612230447436,-0.0124126490654247,-0.0284003979358754,0.0218911014681342
-0.0101609940865247,-0.00446742021261934,0.0692368374193453,0.0637981536859542,-0.00573975802056691,-0.0055867124080722,-0.0534219532231387,0.0178137849664776,-0.0228617245680301,-0.00934800283513524,0.0140194043068577,0.00965464863395794,0.0361050285472847,0.0391703772503424,0.146324867222105
-0.0521610490291513,-0.048992498181824,-0.0120753005236803,0.00315045275092301,-0.0498378458845396,-0.0494964464911856,0.0348806242051521,-0.0591224943894787,-0.0537326930151353,-0.0579340199647057,-0.0206439204341839,-0.0442089875282627,-0.128887948274054,-0.0389326052221037,-0.0178191160712034
-0.0601134895998021,-0.0525649807824963,-0.0623693725065819,0.00204539005779676,-0.0519639405853167,-0.0516517757837891,-0.0948426801389305,-0.0727652876256713,-0.0549787068615677,-0.0609408273330952,-0.0278436585557219,-0.04878606544272,-0.0179686363756763,-0.0531554635868699,0.347615005856725
-0.00930502134181657,0.00319089191277765,0.0278561930474015,-0.0249224399415871,0.00319447622732953,0.00323693913937814,-0.0165873077501205,0.03281406165093,0.00855722985928258,0.00325066727509276,-0.0980311804219225,-0.00667651926837434,0.0386125704720796,0.0224672242668941,0
-0.0182975489997935,-0.026890486294132,0.012206951713943,-0.0347445155343568,-0.0264837512152817,-0.0257974446695356,-0.0428468762139567,-0.00928187889124175,-0.02570720771772,-0.0297069478897002,0.0382837383300788,-0.0324587582875912,0.0131508613102338,-0.00838154366883872,-0.00689949243730004
-0.0650121289508973,-0.0545240786935642,-0.0508128481024528,0.0194276143784734,-0.0547164379195212,-0.0518933631575527,-0.0640156419337428,-0.0703041979919102,-0.0580573818385829,-0.05777077961246,-0.0192040485424892,-0.0487873199388868,-0.0527108550225321,-0.0504803605377246,0.00436389896830566
-0.0467027894237664,-0.0333454542090997,-0.0153368329185693,-0.0282714429431352,-0.0335663144172849,-0.032110515064781,-0.0494260215971841,-0.0171989243837515,-0.0327838844184707,-0.0347724762461431,-0.0850088036010354,-0.038837404958266,0.0109049387625345,-0.0203708712258601,-0.211015722857736
