datetime,arma_GARCH_f,arma_apARCH_f,arma_csGARCH_r,arma_gjrGARCH_r,arma_f_naGARCH_r,arma_f_tGARCH_r
240,-0.0296975708523609,-0.0145456833004658,-0.0224161625742783,-0.0245871202672095,-0.0101888102275165,-0.00088827968961899
241,0.161746984355951,0.03041318990985,0.158998368615507,0.0937952353035892,0.0795462998424198,0.0090094624705296
242,-0.000189630859962939,0.0586586950097777,0.00130656717928063,0.014845207347897,0.0359382559794561,0.0575490039690692
243,-0.0381152500521183,-0.050901060735334,-0.0374193849076952,-0.03631131606417,-0.040723462162823,-0.0520711921238628
244,0.0883791895090377,0.147237944607301,0.0891946131585524,0.122300116313975,0.137530938856677,0.14526003213833
245,-0.0455643865379142,-0.0432568856721658,-0.0298727598630937,-0.0390661794852471,-0.0376707137473155,-0.0534630326682253
246,-0.0368479338247468,-0.0387313285826712,-0.0282625843214257,-0.0346334791130921,-0.0294085969745415,-0.0296075531325581
247,-0.0293164492628672,0.0274247785764746,-0.0306299066038125,-0.028551954418554,-0.0197984348796016,-0.0082096590813044
248,-0.0335800099869093,0.047486935449871,-0.0265534265846955,-0.0334600190622805,-0.0278853596032757,-0.0244461020185532
249,0.00822775627356011,0.0754146385484554,-0.00271851790225923,0.0103487587586351,0.0226174273824327,0.0441384820594222
250,-0.0118175590451749,0.0543081649378654,-0.0089837160919802,-0.00149956457025143,0.00905242611788706,0.025935959661777
251,-0.0443371441935609,-0.0573159668945153,-0.0275103620583192,-0.0366976781776334,-0.0407668371714938,-0.0511487325926496
252,0.0019178791261094,0.0594601915600011,-0.00207610754928373,0.00533043135598496,0.0145869082468605,0.0341490899491597
253,0.00163850201069104,0.0485660912710285,0.00135476143457169,0.00951640572934596,0.0195516095468465,0.0375899652640339
254,-0.030075064677407,-0.00123846985828149,-0.0296975570295344,-0.0276641791494235,-0.0211471667201787,-0.0163489542248359
255,-0.0182252022772645,0.0144674094739105,-0.018109711579714,-0.0145423147616385,-0.00676361299074387,0.00461712307611103
256,0.00106494424493478,0.0431162373028453,0.000742982845792214,0.0135253090052078,0.0204354198025592,0.0318721141970836
257,-0.0388410972397178,-0.0529404647683861,-0.0368830318306866,-0.0370758917751376,-0.037360659022493,-0.0498106542003695
258,-0.0123420747448827,-0.0037260764289951,-0.0122883146858472,-0.0110787489924533,-0.00850121537448929,0.00583922536362118
259,0.0478373817947502,0.0676661040417828,0.0447187794493699,0.0529681681611168,0.0524374761822008,0.0616662340133081
260,-0.0375845683072887,-0.0485070054701568,-0.03605150972896,-0.0373266691262406,-0.0390269240804233,-0.0549315952035099
261,-0.022535625094278,-0.0288264435875401,-0.0217974677456665,-0.0251677054083228,-0.0312634219055956,-0.0308800302020478
262,0.00124339965355518,0.0409398255792981,-0.000136583837167778,0.0021141992669389,0.00590760818787196,0.0201309415376696
263,0.169404219409102,0.0111328538611355,0.159989725889443,0.0922767323934186,0.04038624349345,0.00296910217627383
264,-0.00386307885081634,-0.0131572474012645,-0.00343327074388968,-0.0114060512286932,-0.0394774582993851,-0.026434057934683
265,0.0126111061575579,0.0669153664998051,0.0095969068468783,0.0244582976117486,0.043551855452859,0.0539173403153574
266,-0.0292525575073717,0.0117422244636186,-0.0283910745449785,-0.0254805955995482,-0.0126676918362989,-0.00748701214170526
267,-0.0319293313028486,0.00483177880084373,-0.0245358727620471,-0.0285091404537984,-0.0181140429358404,-0.0166252041851264
268,0.017096739841049,0.054900713838375,0.0133429671480352,0.0294640407265882,0.0421746731469814,0.0515263694974503
269,0.225849468099423,-0.00194574770164235,0.171723740502792,0.141778599259441,0.0494169326066172,-0.000306120906070123
270,0.110942262997144,0.00253753275176738,0.108495045386801,0.1015817808459,0.0298342317431533,0.00837080069888655
271,0.150008979441646,-0.0138871883021271,0.14708765268356,0.153795002041803,0.102363401102781,0.0612525472511698
272,0.367463048156788,0.386729150417957,0.373867006925082,0.387652066271906,0.364376183357183,0.24754598270407
273,-0.0577266807560789,0.00710248998175089,-0.067957308797495,-0.064367370468242,-0.0531323396694884,-0.0546397060547538
