datetime,arma_GARCH_f,arma_apARCH_f,arma_csGARCH_r,arma_gjrGARCH_r,arma_f_naGARCH_r,arma_f_tGARCH_r
360,0.0742299767161567,0.0890285292250431,0.0763802908241485,0.090565906023382,0.0834363937794933,0.0711379816794844
361,-0.0234481000093594,-0.0212543488639037,-0.0306465893796961,-0.0248748339200739,-0.0227020451999754,-0.00961749380320914
362,0.0731004172969788,0.0583725312227042,0.0680343788134991,0.042902750556525,0.0550291114903661,0.0672245042152743
363,0.248412282202154,0.245868482470112,0.24249930002413,0.303097421621757,0.269832029509957,0.187261345296491
364,-0.0429532387941556,-0.0650791163660066,-0.0591256162130912,-0.0489694694457678,-0.048456835192895,-0.0532649657210801
365,-0.0455651057877289,-0.0223767062346881,-0.0362778827964003,-0.0271003372688044,-0.0199321863430615,-0.00729204573895302
366,-0.0429537982322032,-0.0515016208951421,-0.050409189854621,-0.0480715846468049,-0.0474226503045248,-0.0490400083038237
367,-0.0155294681895922,0.0382568293756864,-0.0237934833702295,-0.0334453765585704,-0.0346185632099149,-0.00706819323049886
368,0.140383199532295,0.109064900828686,0.137979980036836,0.0810816934609306,0.0989195940624711,0.0950563847577856
369,-0.0440153465131059,-0.0814289984138044,-0.0544472983651055,-0.048354328764064,-0.0444484493509055,-0.0493915081568276
370,-0.0225647139800469,0.020740550063553,-0.0124649613818391,-0.0182581604197643,-0.012223879059555,0.00555408749938643
371,0.016666591860386,0.0393487681955289,0.0239620311572719,0.00454876163817682,0.00423912962010935,0.0322293127525532
372,-0.0470819659423645,-0.161512420161844,-0.045026236783022,-0.0523583967714672,-0.0493980417342448,-0.065858109977956
373,-0.0379103021420747,0.031599034032926,-0.0339812999021408,-0.0403824857190815,-0.0345623002988776,-0.0261329703609585
374,-0.0402091163702143,0.0171114467416336,-0.0307838825668584,-0.0434181756535738,-0.0367778877369722,-0.0314278286328407
375,-0.041526262676466,-0.026444430588731,-0.0287704203996497,-0.0455832264588106,-0.0384329645453365,-0.0334369748389824
376,-0.0447711917299853,-0.0550690261358038,-0.0251309964956536,-0.0537580794381158,-0.0520922698385944,-0.0465569658741466
377,0.133414018814324,0.0468432057573864,0.108018493144997,0.112216825037754,0.123636324179687,0.0973625056879832
378,-0.0204547174304068,0.0218519094998226,-0.0247710685413121,-0.0301283231724718,-0.0359548186843477,-0.00757618543547072
379,0.00111909102087216,0.0172560175022215,-0.000935496217422794,-0.00843027109302338,-0.0132667377790594,0.0124278795808031
380,-0.0453819352606844,-0.0540818518065587,-0.0394970933976314,-0.0500781834629865,-0.0428029990239159,-0.0490640431725842
381,-0.0181531839332266,0.00489811281278365,-0.0118628146342246,-0.00228755351629029,0.00079417949275291,0.011542545579274
382,-0.0486113589237084,-0.0746043309356824,-0.0392175686816524,-0.0551063747079822,-0.0516571471563158,-0.0703716038229004
383,-0.0485672186608494,-0.036482281220778,-0.0358152308995155,-0.0558439135629481,-0.0537276000457023,-0.0706519704189097
384,-0.035124579533634,0.00814247010434739,-0.0194438857160085,-0.0424888374509298,-0.0484747269279939,-0.0287575635324951
385,0.111267945615597,0.0115041581287439,0.104334376390369,0.212752899994004,0.157737437427279,0.111984425843216
386,0.0451323337772642,0.0961329694981066,0.03184278362215,0.0798321011340697,0.0678116038159216,0.0668291843506109
387,-0.0259215421810183,0.0027332570543404,-0.0331157475612815,-0.0258159900026764,-0.0193746599990857,-0.00627025352467962
388,-0.0486765957312063,-0.0731588076909697,-0.0366844220235854,-0.0547475975004976,-0.0492830783778629,-0.057403054711442
389,0.195503279692747,0.0290523848040488,0.135842662734982,0.138101368965178,0.170036854516977,0.1138496239885
390,0.022230230265806,0.0648438159388262,0.00228291948504268,0.0519595341939377,0.0419287397796712,0.0486869811768627
391,0.113077783516656,0.0680537509743153,0.0934088899343339,0.0775928019654227,0.0878342256769989,0.0847225485786753
392,-0.0421589640480126,-0.0447085837256861,-0.0592993161745856,-0.044756934173989,-0.0384891942015529,-0.0296795155279469
393,-0.0438793006759006,-0.0514448863204981,-0.0327950309246814,-0.0522559059570496,-0.044672054339368,-0.0393430265528383
394,-0.0419846704039047,-0.0444446514606162,-0.0249601309865836,-0.0450156062284649,-0.0376353752830881,-0.0311732476300871
395,0.0626119248222513,0.128395429921514,0.0546233048773801,0.124184437476546,0.0980827649255907,0.0917093002329519
396,-0.0487355516001908,-0.0656671564864577,-0.041158694556054,-0.0593305912037394,-0.0565219275399559,-0.0686754596694962
397,-0.00727841878232851,0.0255568226687387,0.00285413737649356,0.00660008109696091,0.0104814781226711,0.0277313924978475
398,0.0102853986668269,-0.0152741819746781,0.0163922672401991,-0.0164541007200549,-0.0261010882196969,0.00270737710987394
399,-0.00739664662653956,-0.0146691265439025,-0.00539302460009644,-0.0281212421728208,-0.0378272795662828,-0.00891524871596414
400,-0.05125238822394,-0.0670067607980509,-0.0470915348466142,-0.0606755872469956,-0.0549497394226986,-0.0710320539998808
401,-0.0475986142484739,-0.0612430319437135,-0.0379999865283629,-0.0582726677130783,-0.063656069493938,-0.0590980023858749
402,-0.0460251856009006,-0.0626488135100366,-0.0308903621120571,-0.0567616057222158,-0.0658116659909787,-0.0558006238079884
